brand_name,generic_name,application_number,sponsor_name,dosage_form,route,marketing_status
RENOGRAFIN-76,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM,NDA010040,BRACCO,INJECTABLE,INJECTION,Discontinued
RENOQUID,SULFACYTINE,NDA017569,GLENWOOD,TABLET,ORAL,Discontinued
RENORMAX,SPIRAPRIL HYDROCHLORIDE,NDA020240,SCHERING,TABLET,ORAL,Discontinued
RENOTEC,TECHNETIUM TC-99M FERPENTETATE KIT,NDA017045,BRACCO,INJECTABLE,INJECTION,Discontinued
RENOVA,TRETINOIN,NDA021108,VALEANT PHARMS NORTH,CREAM,TOPICAL,Prescription
RENOVIST,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM,NDA010040,BRACCO,INJECTABLE,INJECTION,Discontinued
RENOVIST II,DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM,NDA010040,BRACCO,INJECTABLE,INJECTION,Discontinued
RENOVUE-65,IODAMIDE MEGLUMINE,NDA017902,BRACCO,INJECTABLE,INJECTION,Discontinued
RENOVUE-DIP,IODAMIDE MEGLUMINE,NDA017903,BRACCO,INJECTABLE,INJECTION,Discontinued
RENVELA,SEVELAMER CARBONATE,NDA022318,GENZYME,FOR SUSPENSION,ORAL,Discontinued
